Bond_id,Coupon,Yield
3742,4.25,4.036
3743,1.45,1.8628
3744,2.45,2.7854
3745,2.7,2.5728
3746,2.7,2.573
3747,3.85,3.3155
3748,3.85,3.316
3749,4,3.6177
3750,4,3.621
3751,5.5,4.496
3752,6.625,3.264
3753,6.625,3.332
3754,4.625,5.5026
3755,4.625,5.503
3756,7.25,3.008
3757,7.25,3.008
3758,4.125,4.039
3759,4.125,4.0387
3760,4.625,4.1682
3761,4.625,4.168
3762,5.125,1.8732
3763,1.2,1.2489
3764,1.5,1.8635
3765,2.5,2.826
3766,2.7,2.952
3767,2.525,2.696
3768,2.675,2.795
3769,3.839,3.1669
3770,1.95,2.1409
3771,2.8,3.0736
3772,2.7,2.735
3773,2.3,1.6523
3774,2.75,2.4565
3775,3.5,3.3746
3776,3.65,3.563
3777,3.85,3.735
3778,1.6,0.463
3779,6.5,3.2763
3780,6.5,3.276
3781,2.65,2.2196
3782,2,2.0109
3783,2.9,2.9127
3784,1.3,0.959
3785,2.65,2.1035
3786,3.5,2.7741
3787,3.6,2.9894
3788,3.8,3.0906
3789,1.65,1.8765
3790,2.65,2.8217
3791,3.375,2.7902
3792,4.25,2.1718
3793,4.625,2.4578
3794,2.15,1.9632
3795,1.7,1.423
3796,1.95,2.1169
3797,2.55,2.2228
3798,3.5,3.1551
3799,2.3,2.33
3800,0.5,0.153
3801,3.25,2.4701
3802,2.25,2.7177
3803,5.04,2.1094
3804,5.15,2.7979
3805,5.705,3.5837
3806,5.805,3.7975
3807,5.93,3.9967
3808,1.45,1.312
3809,1.65,1.9665
3810,2.6,2.825
3811,2.25,2.37
3812,3.15,3.3735
3813,3.625,2.1646
3814,4.35,3.2662
3815,1.375,1.2557
3816,1.6,1.8922
3817,2.8,2.7474
3818,3.7,3.8679
3819,4.625,2.1127
3820,2.75,2.1032
3821,3.25,2.8165
3822,5.25,3.4594
3823,3.5,2.2434
3824,4.5,3.3887
3825,4.709,2.1634
3826,5.476,3.3143
3827,5.576,3.5816
3828,6.6,3.3966
3829,2.8,1.6539
3830,2.95,2.3188
3831,3.6,3.3496
3832,3.6,3.5546
3833,3.85,3.7414
3834,4.95,2.4849
3835,3.75,2.2681
3836,2.85,1.9302
3837,3.5,2.8996
3838,2.7,1.9533
3839,3.3,2.7035
3840,3.35,2.866
3841,3.4,2.1012
3842,3.75,2.9114
3843,3.25,2.7661
3844,2.85,1.8818
3845,3.375,2.7694
3846,2.625,1.9145
3847,4.5,2.244
3848,3.9,1.9196
3849,4.75,3.0948
3850,3.45,1.9497
3851,3,1.8336
3852,5.3,2.9291
3853,3.8,1.983
3854,4.7,3.0142
3855,3.15,2.2012
3856,4,3.305
3857,2.75,1.9053
3858,3.625,2.8073
3859,4,4.103
3860,4,4.1035
3861,4,2.562
3862,3.5,2.7129
3863,4.625,4.4467
3864,4.625,4.447
3865,0.5,0.324
3866,2.2,1.5434
3867,2.45,2.2032
3868,3.15,3.0364
3869,3.375,3.2096
3870,0.75,0.666
3871,4.5,4.0048
3872,4.5,4.005
3873,0.3,0.248
3874,0.65,0.661
3875,2.3,1.8525
3876,3.25,2.9539
3877,6.25,5.2784
3878,6.25,5.278
3879,4,3.3657
3880,4,3.365
3881,3.125,2.9089
3882,4.75,3.935
3883,5.125,3.947
3884,5.125,3.947
3885,4.25,1.582
3886,6.65,2.8275
3887,4.625,3.4147
3888,4.625,3.414
3889,2.45,1.8369
3890,3.25,3.0587
3891,0.5,0.34
3892,1.7,1.253
3893,2.65,2.0661
3894,3.25,2.8522
3895,3.45,3.1428
3896,4.625,1.17
3897,3.625,1.2
3898,4.8,4.0802
3899,4.75,3.9819
3900,4.75,3.935
3901,1.875,1.708
3902,2.65,1.2281
3903,2.85,1.9524
3904,7.5,3.4792
3905,7.5,3.479
3906,4.016,2.1588
3907,2.2,1.7697
3908,2.95,2.8618
3909,0.8,0.698
3910,2,1.8586
3911,2.75,2.9256
3912,5.125,3.0694
3913,5.125,3.065
3914,3.25,2.145
3915,3.2,2.3563
3916,3.625,3.1212
3917,3.75,3.6248
3918,3.5,2.7749
3919,3.7,2.9342
3920,3.875,3.0559
3921,5.75,5.5574
3922,5.75,5.463
3923,5.125,4.0584
3924,5.5,2.7905
3925,5.5,2.782
3926,3.5,2.1949
3927,4.4,3.305
3928,2.95,1.7984
3929,4.125,2.3568
3930,5.25,3.6529
3931,5.5,3.287
3932,5.5,3.287
3933,4.597,1.9195
3934,5.375,3.139
3935,1.5,0.357
3936,2,0.719
3937,4.7,2.8632
3938,4.9,3.4157
3939,3.5,1.9917
3940,4.15,2.8445
3941,4.25,3.079
3942,8.375,4.0667
3943,3.875,1.172
3944,3.875,1.1933
3945,5.875,2.4969
3946,0.875,0.218
3947,1.25,0.56
3948,3.65,2.0868
3949,7.5,6.8853
3950,7.5,6.885
3951,5.5,2.3013
3952,5.5,2.25
3953,3.45,1.7695
3954,4,2.8709
3955,3.4,1.7587
3956,4,2.9022
3957,4.35,2.153
3958,2.2,0.746
3959,3.125,1.472
3960,4.8,2.4899
3961,5.8,3.943
3962,5.95,4.2544
3963,6.25,3.7085
3964,6.25,3.696
3965,6.5,4.1338
3966,6.5,4.134
3967,1.25,0.125
3968,1.75,0.526
3969,4.75,1.999
3970,5.45,3.1929
3971,5.55,3.4725
3972,5.8,3.7089
3973,5.05,2.4578
3974,4.5,2.9446
3975,2.35,0.6104
3976,4.725,1.9932
3977,5.319,3.0587
3978,5.419,3.2963
3979,4.1,1.8607
3980,4.3,2.2872
3981,9.75,3.6105
3982,9.75,3.588
3983,4.875,2.3785
3984,8,2.0196
3985,8,2.02
3986,4.329,2.0406
3987,4.85,2.0996
3988,4.15,1.7741
3989,4.25,2.1862
3990,4.7,3.1348
3991,5.1,3.294
3992,3.625,1.7143
3993,3.625,1.714
3994,3.9,2.5623
3995,3.9,2.562
3996,4,2.795
3997,4,2.795
3998,4.25,2.0075
3999,4.875,3.3047
4000,4,2.9254
4001,4.95,2.4541
4002,5.625,2.4421
4003,4.125,1.9569
4004,4.625,3.1109
4005,3.7,1.5514
4006,4.05,2.6928
4007,3.85,1.7642
4008,4.25,2.9739
4009,3.734,3.0659
4010,3.15,1.3435
4011,3.875,2.499
4012,4.05,2.9087
4013,4.25,3.0118
4014,8.5,4.8057
4015,8.5,4.806
4016,4.15,2.8113
4017,4.2,2.0189
4018,5.75,4.0753
4019,4.2,1.8598
4020,3.7,1.6061
4021,4,1.8157
4022,4.375,3.0846
4023,4.6,3.469
4024,4.75,3.6054
4025,4.3,1.9761
4026,4.78,3.0421
4027,5.05,3.3322
4028,4.101,1.8123
4029,3.875,1.7834
4030,3.9,2.8189
4031,4.75,1.8158
4032,5,4.294
4033,5,4.2941
4034,2.735,2.189
4035,2.735,2.1885
4036,3.969,3.1425
4037,3.999,3.1379
4038,4.2,2.1403
4039,5.375,4.1025
4040,3.65,1.6692
4041,4.375,3.2332
4042,3.75,2.8121
4043,3,1.4448
4044,3.75,2.8668
4045,2.9,1.4931
4046,3.25,1.7531
4047,3.8,3.1977
4048,4,3.623
4049,4.09,2.9541
4050,5.35,5.0957
4051,1.375,0.118
4052,2.875,1.349
4053,3.375,2.372
4054,3.25,1.8095
4055,4.03,3.0343
4056,3,1.2635
4057,3.95,2.0827
4058,5.2,3.7347
4059,2.9,1.3525
4060,4.439,3.4685
4061,3.9,1.766
4062,4.875,2.2723
4063,4.5,2.6562
4064,5,3.045
4065,5,3.0448
4066,3.15,1.6564
4067,4.812,3.066
4068,5,2.745
4069,5,2.7519
4070,5.5,3.6783
4071,3.15,1.522
4072,3.41,1.6857
4073,3.7,1.6252
4074,4.669,3.2563
4075,3.9,2.9315
4076,3.55,1.511
4077,3.25,1.3903
4078,4.3,2.9216
4079,1.375,0.143
4080,1.5,0.351
4081,1.5,0.633
4082,2.125,1.469
4083,3.625,0.843
4084,3.45,1.5749
4085,4.5,3.2246
4086,3.2,1.3735
4087,3.1,1.4715
4088,4.05,3.2135
4089,3.3,1.3235
4090,4.125,1.5463
4091,5.25,2.8761
4092,3.625,2.4204
4093,5.75,3.4355
4094,5.75,3.415
4095,3.35,1.2863
4096,4.25,1.5689
4097,5.25,3.2194
4098,5.125,2.3296
4099,5.125,2.5
4100,3.3,1.1812
4101,4.563,3.1925
4102,4.663,3.2488
4103,3.3,1.4253
4104,6.35,4.0652
4105,4.5,3.6057
4106,4.95,3.3164
4107,4.346,2.9628
4108,5.291,4.5605
4109,6.384,3.4615
4110,6.484,4.0925
4111,3.75,1.2141
4112,4.75,2.52
4113,4.9,2.8446
4114,3,1.1124
4115,4.125,2.8759
4116,1.375,0.324
4117,2.5,1.1688
4118,3.45,2.849
4119,5.5,3.9477
4120,5.5,3.955
4121,2.5,1.0055
4122,2.95,1.4662
4123,4.15,3.18
4124,2.95,1.2942
4125,3.875,4.0055
4126,4.375,3.5288
4127,5.2,3.6014
4128,4.5,1.7534
4129,3.45,2.2523
4130,3.7,2.6666
4131,3.85,2.8614
4132,4.125,3.265
4133,2.35,1.3493
4134,3.4,3.0499
4135,3.85,3.121
4136,4,3.6189
4137,4.2,3.566
4138,2.25,0.814
4139,1.65,0.609
4140,4.1,3.0882
4141,4.45,3.1996
4142,3.945,2.7574
4143,3.7,3.1348
4144,1.625,0.203
4145,4.55,3.3679
4146,3.7,2.7245
4147,4.5,2.3931
4148,4.65,2.8719
4149,6.6,3.4378
4150,3.446,13.9867
4151,4.875,3.2013
4152,4.7,2.8821
4153,4.75,3.3844
4154,4.45,2.8954
4155,2,0.04
4156,5.2,3.2379
4157,4.75,3.1758
4158,4.625,2.8178
4159,4.375,2.368
4160,4.272,2.787
4161,4.522,3.2881
4162,4.672,3.375
4163,4.75,2.9177
4164,5.125,3.2669
4165,5.85,4.3928
4166,4.25,2.9489
4167,4.8,2.9358
4168,4.5,2.7532
4169,4.7,3.2741
4170,4.375,2.8567
4171,3.9,2.9792
4172,4.125,3.6131
4173,4.375,3.7225
4174,4.5,2.9621
4175,4.75,3.5589
4176,4.4,3.1991
4177,5.875,3.7184
4178,4.862,3.2661
4179,5.012,3.345
4180,1.125,0.015
4181,1.625,0.838
4182,2.45,1.382
4183,1.8,0.176
4184,3.5,2.1597
4185,3.7,2.8584
4186,3.45,2.7862
4187,4.8,2.2962
4188,4.95,2.8649
4189,2.625,0.782
4190,4.5,3.2115
4191,5.2,3.7781
4192,1.625,-0.1
4193,4.25,3.3348
4194,4.4,2.7287
4195,1.875,-0.094
4196,6.25,3.8693
4197,4.3,2.9557
4198,4.8,3.1625
4199,3.125,-0.067
4200,5.375,4.1433
4201,4.7,2.9347
4202,5.45,3.8563
4203,5.85,3.4528
4204,4.4,3.1041
4205,4.375,3.4242
4206,4.3,3.4724
4207,4.35,3.5491
4208,4.07,2.8527
4209,4.15,2.8182
4210,4.25,2.898
4211,3.85,2.795
4212,4.25,2.4581
4213,5,3.4166
4214,4.75,4.4262
4215,3.55,1.054
4216,3.803,2.7378
4217,4.375,3.168
4218,5.25,3.7142
4219,4.5,3.8923
4220,4,2.6011
4221,4,2.9719
4222,3.9,2.7051
4223,4.5,3.0046
4224,4.875,2.922
4225,5.375,3.5068
4226,6,3.8665
4227,5.5,3.8792
4228,8.2,3.3331
4229,5.875,3.8492
4230,5.5,2.711
4231,4.875,0.322
4232,6.125,3.4567
4233,6.75,3.8325
4234,7,2.866
4235,5.625,1.742
4236,7.2,2.77
4237,7,2.5771
4238,7,2.577
4239,5.9,2.6818
4240,6.875,3.224
4241,7.3,3.8107
4242,6.375,3.2086
4243,6.5,3.4002
4244,6.2,2.7157
4245,5.875,3.0675
4246,6.55,3.6814
4247,4.875,-0.003
4248,5.95,2.6982
4249,5.875,2.5966
4250,7.995,7.2117
4251,5.25,2.1005
4252,5.25,1.819
4253,6.75,2.699
4254,7.45,3.7418
